Latitude,Accommodates,Bathrooms,Bedrooms,Beds,Guests Included,Extra People,Availability 30,Cleaning Fee,Name_Len,Space_Len,Description_Len,is_Thumbnail,is_HostAbout,is_ResponseInHours,is_EntireHome,Price
40.41080087859927,4,1.0,1.0,2.0,2,20,9,35.0,50,999,1000,False,True,True,True,42.0
40.40736272267185,3,2.0,1.0,2.0,2,15,8,10.0,24,0,481,False,True,False,False,25.0
40.40998005167543,2,1.0,1.0,2.0,1,0,12,30.0,34,58,609,False,True,True,True,55.0
40.41392259914522,8,1.0,3.0,5.0,2,20,12,30.0,33,193,804,True,False,True,True,94.0
40.41173812408857,4,1.0,0.0,2.0,2,8,4,20.0,35,0,316,True,True,True,True,50.0
40.41265125619415,6,2.0,3.0,5.0,3,25,7,30.0,29,450,1000,True,True,True,True,150.0
40.40905019165716,3,1.0,1.0,1.0,1,0,0,0.0,40,0,350,True,False,False,True,30.0
40.41112947500099,6,1.0,3.0,5.0,2,20,6,25.0,14,999,1000,True,True,True,True,126.0
40.409762239894434,2,1.0,0.0,1.0,1,0,14,20.0,28,521,1000,False,False,True,True,45.0
40.411399727537145,2,1.0,1.0,1.0,1,0,27,0.0,35,197,1000,False,True,False,False,45.0
40.40896511082217,7,2.0,3.0,5.0,4,10,0,50.0,30,981,1000,False,True,True,True,165.0
40.4106521082049,2,1.0,1.0,1.0,2,0,3,10.0,30,0,405,True,False,True,True,50.0
40.42039327755164,2,1.0,0.0,1.0,1,0,2,20.0,34,0,235,True,True,True,True,60.0
40.41020676758215,4,2.0,2.0,2.0,1,0,4,20.0,44,1000,1000,True,False,True,True,72.0
40.41790658048679,2,2.0,1.0,1.0,1,5,0,15.0,24,187,923,True,True,True,False,25.0
40.41157755013296,4,1.0,1.0,2.0,2,15,5,22.0,30,1000,1000,True,True,True,True,68.0
40.42280068795765,8,2.0,3.0,5.0,4,10,4,30.0,49,504,876,True,True,True,True,190.0
40.41502683932799,4,1.0,1.0,2.0,3,10,8,35.0,42,105,533,True,True,True,True,65.0
40.41142014675654,6,2.0,3.0,4.0,2,15,7,0.0,45,977,1000,True,True,True,True,115.0
40.41990146277968,7,1.0,2.0,2.0,4,17,9,30.0,40,187,855,True,False,True,True,66.0
40.41049864689701,4,1.0,1.0,2.0,2,20,10,40.0,35,999,1000,False,True,True,True,149.0
40.414779892145454,4,1.0,1.0,2.0,2,15,10,25.0,17,648,873,True,True,True,True,60.0
40.42006271464746,4,1.0,1.0,2.0,2,0,0,0.0,25,494,1000,False,True,False,True,55.0
40.42134483385701,3,1.0,1.0,2.0,2,10,4,0.0,35,524,953,False,True,True,True,65.0
40.42135979660683,2,1.0,1.0,1.0,1,0,0,0.0,35,0,250,True,False,False,False,52.0
40.42048418481036,2,1.0,1.0,1.0,1,15,2,15.0,50,269,1000,False,True,False,True,65.0
40.41115852672874,8,2.0,4.0,6.0,1,0,2,0.0,35,663,1000,True,True,True,True,220.0
40.41158521234992,5,1.0,2.0,3.0,4,10,0,20.0,35,0,246,True,False,True,True,100.0
40.42225222189367,2,1.0,0.0,1.0,1,0,1,0.0,41,162,467,True,True,True,True,51.0
40.41082844671583,4,1.0,1.0,1.0,1,0,6,25.0,49,119,1000,True,True,True,True,85.0
40.41357470614389,2,1.0,1.0,1.0,1,0,5,0.0,23,67,410,True,False,True,False,30.0
40.41677450537192,4,1.0,1.0,1.0,2,15,13,30.0,46,653,999,True,True,True,True,64.0
40.41805256863008,5,2.5,3.0,3.0,4,15,2,40.0,34,694,932,True,True,True,True,128.0
40.41881930722014,6,1.0,3.0,3.0,6,0,0,25.0,34,369,914,False,True,False,True,95.0
40.41332073781132,4,1.0,1.0,2.0,1,0,0,0.0,22,0,364,True,False,False,True,40.0
40.4131019327576,5,2.0,2.0,2.0,1,0,0,30.0,12,1000,1000,False,True,False,True,95.0
40.41228133673259,6,2.0,2.0,3.0,5,35,16,45.0,34,147,989,False,True,False,True,115.0
40.41245749651612,5,1.0,2.0,2.0,4,10,3,20.0,28,220,999,True,True,True,True,100.0
40.41845830605075,4,2.0,2.0,2.0,2,10,1,35.0,31,490,490,False,True,False,True,111.0
40.421680904561015,16,3.0,1.0,16.0,1,20,20,0.0,35,917,917,True,False,True,False,20.0
40.41697151446158,5,1.0,2.0,2.0,1,0,6,35.0,34,279,1000,True,True,True,True,116.0
40.41024362458262,7,1.5,3.0,6.0,2,10,17,55.0,35,0,155,False,False,True,True,150.0
40.40984821096984,2,1.0,1.0,1.0,1,5,15,0.0,39,728,884,True,False,True,False,30.0
40.41186783680879,6,2.0,3.0,4.0,1,0,12,50.0,41,1000,1000,True,False,True,True,120.0
40.41144189780058,6,2.0,3.0,4.0,1,0,5,103.0,48,1000,1000,True,True,True,True,201.0
40.411285170696864,2,1.0,1.0,1.0,1,13,2,0.0,33,0,654,False,False,False,False,26.0
40.41498548974255,2,2.0,1.0,1.0,1,0,0,0.0,31,0,242,True,False,False,False,25.0
40.41875455075978,2,1.0,1.0,1.0,2,0,4,0.0,50,1000,1000,True,True,True,True,140.0
40.411934216000326,2,1.0,2.0,1.0,1,0,4,20.0,33,510,1000,False,False,False,True,53.0
40.40726685575625,4,1.0,2.0,3.0,2,20,10,0.0,19,890,999,True,True,True,True,83.0
40.4058911938078,5,1.0,3.0,4.0,2,10,0,15.0,33,142,1000,True,True,False,True,70.0
40.40755256850714,2,1.0,1.0,1.0,1,7,9,5.0,49,0,448,True,True,True,False,23.0
40.40708747315848,2,2.0,1.0,1.0,2,15,0,20.0,23,725,1000,False,True,False,False,19.0
40.41233946939376,4,2.0,0.0,3.0,2,12,8,37.0,18,228,1000,True,True,True,True,133.0
40.4088220930883,6,1.0,3.0,6.0,1,0,6,15.0,23,27,281,True,False,True,True,86.0
40.40808776792244,4,1.5,2.0,3.0,1,0,0,20.0,35,58,303,False,False,False,True,85.0
40.40746278661913,3,1.0,1.0,2.0,2,10,0,20.0,34,208,887,True,False,False,True,50.0
40.41095403209987,2,1.5,1.0,2.0,1,0,0,20.0,32,0,235,True,False,False,False,18.0
40.409593380667154,2,1.0,1.0,1.0,1,6,26,0.0,44,133,703,True,True,False,False,28.0
40.41075984268548,2,1.0,1.0,1.0,2,15,4,10.0,29,33,331,False,False,True,False,32.0
40.41280516877032,2,1.0,0.0,1.0,1,0,5,15.0,46,279,999,True,True,True,True,47.0
40.41222497707655,2,1.0,1.0,1.0,1,0,13,0.0,32,0,175,True,False,True,False,42.0
40.4120993460278,2,1.0,1.0,2.0,1,0,0,0.0,34,187,1000,True,False,True,True,35.0
40.41212013400387,3,1.0,1.0,2.0,2,15,2,30.0,44,285,1000,True,True,True,True,68.0
40.41653764207315,3,1.0,0.0,2.0,1,0,0,0.0,30,0,61,True,True,False,True,200.0
40.41413692438308,2,1.0,0.0,1.0,1,0,0,5.0,43,0,447,True,True,True,True,38.0
40.41374057503668,2,1.0,1.0,1.0,1,10,8,15.0,26,0,1000,True,False,True,True,40.0
40.414355962410895,4,2.0,2.0,2.0,4,20,0,60.0,29,0,207,False,False,False,True,95.0
40.42483826528469,2,1.0,1.0,2.0,1,10,10,30.0,41,291,1000,True,True,True,True,75.0
40.421096677817495,3,1.0,1.0,1.0,1,0,14,20.0,33,759,1000,True,False,True,True,80.0
40.424218248072606,2,1.0,1.0,1.0,1,0,0,0.0,35,0,250,True,False,False,False,100.0
40.42390378037312,1,1.0,1.0,1.0,1,18,10,5.0,23,174,160,True,True,True,False,20.0
40.421889106968905,2,3.0,1.0,1.0,1,0,0,15.0,32,283,1000,True,True,True,False,25.0
40.42739980362343,8,2.0,1.0,8.0,1,18,22,0.0,43,437,1000,True,False,True,False,18.0
40.42173981699505,4,1.0,1.0,1.0,1,0,13,33.0,35,935,935,True,True,True,True,69.0
40.42217721223609,5,2.0,2.0,3.0,4,15,0,95.0,30,474,999,True,True,True,True,185.0
40.421587491914586,1,1.0,1.0,1.0,1,0,16,0.0,36,0,122,True,True,True,False,42.0
40.423582904405606,4,1.0,1.0,2.0,2,5,5,15.0,29,0,242,True,False,True,True,83.0
40.420034388780046,2,1.0,0.0,1.0,2,10,0,20.0,35,235,601,False,True,True,True,65.0
40.42484649918149,4,1.0,1.0,2.0,1,0,12,24.0,50,190,1000,True,True,True,True,100.0
40.4257827535198,10,2.0,4.0,6.0,4,20,13,100.0,28,1000,1000,True,True,True,True,220.0
40.42669429501729,2,1.0,2.0,1.0,1,0,7,0.0,35,834,1000,False,True,True,False,39.0
40.422899873567154,4,1.0,1.0,2.0,2,20,4,25.0,38,127,1000,True,True,True,True,69.0
40.42614276588544,2,1.0,1.0,2.0,1,0,20,0.0,25,0,103,True,True,True,False,36.0
40.427607023453646,2,1.0,0.0,1.0,1,0,0,15.0,33,302,51,True,True,True,True,55.0
40.426048550338045,4,1.0,2.0,3.0,2,10,0,15.0,43,118,691,False,True,False,True,83.0
40.42480920504724,5,1.0,2.0,2.0,3,5,12,90.0,50,0,571,False,True,True,True,43.0
40.42341219822783,4,1.0,1.0,4.0,2,12,7,15.0,35,999,1000,True,True,True,True,59.0
40.420881786952506,2,1.0,1.0,1.0,1,0,6,35.0,20,943,1000,True,False,True,True,80.0
40.42424465272706,4,1.0,1.0,1.0,2,15,9,20.0,35,254,1000,True,False,True,True,75.0
40.42612795596239,3,1.0,1.0,2.0,2,5,0,0.0,29,321,1000,False,True,True,True,65.0
40.42841004048799,2,1.0,1.0,1.0,1,0,15,12.0,49,423,946,True,False,True,True,40.0
40.423813894786136,2,1.0,1.0,1.0,1,12,22,20.0,35,1000,1000,True,True,True,False,30.0
40.42231852103792,1,1.0,1.0,1.0,1,0,21,10.0,29,219,1000,True,True,True,False,25.0
40.424561994741815,6,2.0,3.0,4.0,6,20,14,50.0,35,769,999,True,True,True,True,150.0
40.42068742811263,4,1.0,1.0,2.0,2,15,8,35.0,35,180,1000,False,True,True,True,75.0
40.42572141069376,2,1.0,1.0,1.0,1,0,0,25.0,25,390,1000,True,True,True,True,50.0
40.42451052029432,6,1.0,2.0,6.0,2,10,9,50.0,32,532,1000,True,True,True,True,96.0
40.42437899407295,1,1.0,1.0,1.0,1,0,0,0.0,24,106,877,True,False,True,False,50.0
40.42617647964556,1,1.5,1.0,5.0,1,0,22,20.0,34,1000,1000,True,True,True,False,16.0
40.42036265533522,4,1.0,0.0,2.0,1,0,10,37.0,46,486,1000,True,False,True,True,113.0
40.4269507220546,2,1.0,1.0,1.0,1,0,0,0.0,48,0,262,True,False,False,True,90.0
40.4236975877075,4,1.0,1.0,2.0,2,10,11,40.0,37,467,634,True,False,True,True,65.0
40.42379752549174,2,1.0,0.0,1.0,1,0,11,70.0,13,0,267,True,False,True,True,70.0
40.42588468371788,4,1.0,1.0,2.0,2,15,11,30.0,33,999,1000,True,True,True,True,75.0
40.42934528020514,6,2.0,2.0,4.0,4,5,0,35.0,34,118,1000,True,True,True,True,95.0
40.42713754641871,3,1.0,1.0,3.0,1,0,0,40.0,29,0,182,True,False,False,True,40.0
40.42338394898039,4,1.0,2.0,2.0,2,8,8,35.0,35,437,1000,False,True,True,True,60.0
40.420847270017184,3,1.0,1.0,1.0,1,0,16,0.0,40,1000,1000,False,True,True,True,70.0
40.42643961727851,5,1.0,2.0,3.0,4,14,12,30.0,29,996,1000,True,True,True,True,90.0
40.42027584170612,4,1.0,1.0,2.0,2,10,1,10.0,31,232,467,True,True,True,True,57.0
40.423668771094746,3,1.0,1.0,2.0,2,20,12,60.0,15,461,999,True,True,True,True,68.0
40.42360174097119,2,1.0,1.0,1.0,1,0,16,0.0,45,228,925,False,True,True,True,60.0
40.42252259459805,3,1.0,1.0,1.0,1,0,0,0.0,32,90,581,False,True,False,True,70.0
40.42147458495021,4,1.0,1.0,1.0,2,5,14,30.0,16,419,1000,False,True,True,True,150.0
40.43006462559644,7,1.0,3.0,5.0,4,20,0,30.0,18,360,1000,True,True,False,True,50.0
40.42482206506783,4,1.0,1.0,2.0,2,15,0,25.0,48,999,1000,True,False,False,True,55.0
40.4206354057852,5,1.0,2.0,3.0,1,0,6,20.0,47,113,675,False,True,True,True,95.0
40.41667282962277,6,1.0,2.0,3.0,1,0,5,0.0,14,0,277,True,False,True,True,100.0
40.41634888999691,4,1.0,1.0,1.0,2,15,4,35.0,38,895,1000,True,False,True,True,59.0
40.41563270229837,4,1.0,1.0,2.0,2,15,7,30.0,35,1000,1000,True,True,True,True,75.0
40.41943184053042,4,1.0,0.0,2.0,2,10,16,30.0,28,0,248,False,False,True,True,65.0
40.41434919539181,4,1.0,1.0,2.0,2,10,1,25.0,35,999,1000,False,True,True,True,90.0
40.41946451359498,3,1.0,1.0,2.0,2,10,4,45.0,32,150,710,True,True,True,True,100.0
40.41906115280245,6,2.0,2.0,4.0,1,0,8,0.0,47,1000,1000,True,True,True,True,155.0
40.41514036879173,2,1.0,1.0,1.0,1,0,5,0.0,23,22,487,False,False,True,True,75.0
40.41854722020092,2,1.0,1.0,1.0,1,30,30,30.0,34,792,1000,True,False,False,False,60.0
40.41980448587002,1,2.0,1.0,1.0,1,0,0,15.0,28,182,1000,True,True,True,False,15.0
40.41653501421519,2,1.0,1.0,1.0,1,10,17,5.0,29,325,1000,True,True,True,False,35.0
40.41599573594582,2,1.0,1.0,1.0,2,0,10,40.0,35,401,1000,False,True,True,True,140.0
40.4165206599291,4,1.0,1.0,2.0,2,20,0,40.0,20,787,787,True,True,True,True,85.0
40.42071832200431,3,1.0,0.0,2.0,1,0,0,20.0,26,325,720,False,True,True,True,42.0
40.42303893314863,2,1.0,1.0,1.0,1,0,10,0.0,35,370,1000,True,True,True,True,49.0
40.42038853485875,2,1.0,1.0,1.0,1,0,0,0.0,31,75,232,True,True,True,False,45.0
40.42079481949996,2,1.0,1.0,1.0,1,0,11,30.0,29,63,507,False,False,True,True,55.0
40.42799171885999,3,1.0,1.0,1.0,1,20,19,15.0,30,226,756,True,False,True,False,27.0
40.42270815683282,8,2.0,2.0,4.0,4,10,0,25.0,46,424,1000,True,False,True,True,90.0
40.423336876912686,4,1.0,2.0,2.0,1,0,18,30.0,35,96,1000,False,False,True,True,120.0
40.42169960835229,3,1.0,1.0,2.0,1,0,5,25.0,33,133,972,True,True,True,True,46.0
40.42394999423456,4,1.0,1.0,2.0,2,15,16,0.0,28,0,257,True,False,True,True,75.0
40.42027505445202,4,1.0,1.0,1.0,2,10,10,15.0,31,67,244,False,False,True,True,75.0
40.42636899580651,2,1.0,1.0,1.0,1,15,0,0.0,49,0,490,True,True,True,False,40.0
40.42114593161438,2,1.0,0.0,1.0,1,0,3,5.0,33,0,261,True,True,True,True,37.0
40.41677256511712,6,2.0,2.0,2.0,4,20,10,40.0,23,624,1000,True,True,True,True,130.0
40.416087318911536,5,1.0,2.0,5.0,2,5,5,30.0,48,999,999,True,True,True,True,100.0
40.41996598904725,2,1.0,1.0,1.0,2,10,11,0.0,48,112,677,True,True,True,False,50.0
40.41466995126561,4,1.0,1.0,2.0,2,12,1,0.0,50,907,1000,True,True,True,True,70.0
40.41551129478944,2,1.0,0.0,2.0,2,15,4,0.0,35,0,582,True,False,True,True,60.0
40.41981823655679,2,3.0,1.0,1.0,1,5,0,15.0,25,248,999,True,True,True,False,20.0
40.41769996111308,4,1.0,0.0,1.0,2,15,6,0.0,35,0,236,False,False,False,True,82.0
40.41566298723097,3,1.0,2.0,3.0,2,0,14,30.0,35,172,1000,True,True,True,True,105.0
40.41453688584697,8,1.0,1.0,8.0,1,22,19,0.0,32,287,857,True,True,True,False,22.0
40.41817059033813,1,1.0,1.0,1.0,1,0,0,0.0,30,0,89,True,True,False,False,18.0
40.41392171630543,4,1.0,1.0,1.0,1,10,14,35.0,44,376,1000,True,True,True,True,59.0
40.41517686448913,2,1.0,2.0,1.0,1,0,0,10.0,38,662,1000,True,False,False,False,30.0
40.4179748495806,7,1.0,2.0,5.0,2,20,10,30.0,31,1000,1000,True,True,True,True,90.0
40.41529696966758,6,1.0,1.0,3.0,2,10,7,30.0,29,1000,1000,True,True,True,True,85.0
40.4180913924984,4,1.0,1.0,2.0,2,15,2,30.0,34,311,999,True,True,True,True,77.0
40.41290513732776,4,1.0,2.0,2.0,1,0,11,18.0,33,471,1000,True,False,True,True,53.0
40.40019477316287,1,1.0,1.0,1.0,1,0,4,5.0,29,229,999,True,True,True,False,19.0
40.400198603673616,2,2.0,1.0,1.0,1,0,0,10.0,31,0,173,True,False,False,False,30.0
40.40487642584403,2,0.0,1.0,2.0,1,10,1,0.0,50,123,1000,True,False,True,False,24.0
40.40546524028974,1,1.0,1.0,1.0,1,0,4,20.0,45,215,1000,True,True,True,False,19.0
40.43179543361533,6,1.0,2.0,3.0,1,0,3,0.0,28,1000,1000,False,False,False,True,63.0
40.43342855889733,4,1.0,1.0,1.0,2,6,11,0.0,23,386,999,True,True,True,True,59.0
40.42637041103293,1,1.0,1.0,1.0,1,0,28,0.0,27,469,1000,True,False,True,False,18.0
40.43210338017622,5,1.0,3.0,3.0,1,0,0,15.0,32,0,234,True,False,False,True,65.0
40.436168052194695,1,0.5,1.0,1.0,1,12,30,5.0,22,125,186,True,True,True,False,23.0
40.43274785696612,4,1.0,2.0,3.0,1,0,0,0.0,33,1000,1000,True,True,False,True,80.0
40.43895032054426,1,1.0,1.0,3.0,1,0,30,0.0,35,203,724,True,False,False,False,90.0
40.46503182741236,1,1.0,1.0,1.0,1,0,7,0.0,32,0,191,True,False,False,False,14.0
40.4693520089515,11,3.0,4.0,12.0,8,15,14,65.0,32,56,748,True,True,True,True,150.0
40.33290782970354,6,2.0,1.0,2.0,2,12,3,0.0,39,214,999,True,True,True,True,44.0
40.4359641172148,6,1.0,2.0,4.0,4,10,25,30.0,35,0,49,True,True,True,True,49.0
40.43637485853099,2,1.0,1.0,1.0,1,0,0,0.0,15,433,1000,True,True,False,True,65.0
40.43806589563784,4,1.5,2.0,2.0,2,11,8,49.0,18,643,967,True,True,True,True,90.0
40.43738255300092,4,1.0,3.0,4.0,1,0,0,60.0,47,0,493,True,False,False,True,147.0
40.4319277293448,2,1.0,1.0,1.0,1,0,0,20.0,34,363,1000,True,True,True,True,65.0
40.436510463698006,2,1.0,1.0,1.0,1,18,23,35.0,35,236,373,True,True,True,True,29.0
40.437599540263584,4,1.0,0.0,1.0,1,0,29,30.0,36,0,243,True,True,True,True,49.0
40.43478303521712,5,1.0,3.0,4.0,3,10,0,20.0,21,0,120,True,True,True,True,63.0
40.43703896367232,4,1.0,2.0,2.0,1,0,0,35.0,16,602,1000,True,False,False,True,88.0
40.43607537256162,5,2.0,2.0,3.0,4,20,6,50.0,31,723,1000,True,True,True,True,90.0
40.43736393345886,6,1.0,2.0,3.0,3,32,6,0.0,22,264,999,False,True,True,True,112.0
40.43620367267816,2,1.0,1.0,1.0,1,0,16,40.0,32,1000,1000,False,True,True,True,95.0
40.43629760750277,6,1.0,4.0,4.0,4,6,0,20.0,23,283,245,False,True,True,True,120.0
40.43604561707238,1,1.0,1.0,1.0,1,15,0,12.0,29,335,1000,True,False,True,False,20.0
40.43630532202409,6,1.0,3.0,4.0,6,30,11,48.0,35,1000,999,True,True,True,True,114.0
40.43595462174883,8,2.0,3.0,6.0,2,10,0,60.0,36,1000,1000,False,True,True,True,160.0
40.43574365786948,4,1.0,1.0,2.0,2,10,18,40.0,34,1000,999,False,True,True,True,95.0
40.42981629202133,10,3.0,5.0,10.0,1,20,21,25.0,31,0,267,False,True,True,False,23.0
40.4355772519144,5,1.0,2.0,3.0,3,10,17,30.0,34,0,221,False,True,True,True,49.0
40.43779705763957,5,1.0,3.0,4.0,4,15,7,70.0,50,999,999,True,True,False,True,80.0
40.4297901610717,2,1.0,1.0,1.0,1,0,0,0.0,26,0,222,True,False,False,False,40.0
40.4358297116131,2,1.0,1.0,1.0,2,15,5,15.0,27,841,1000,True,False,True,False,34.0
40.402584802631054,2,1.0,1.0,1.0,1,10,22,5.0,35,296,777,True,False,True,False,35.0
40.39624775256162,1,2.0,1.0,1.0,1,15,7,0.0,35,21,1000,True,True,True,False,21.0
40.3932773505262,4,1.0,1.0,2.0,2,10,0,0.0,22,538,999,True,True,True,True,79.0
40.39663646425221,1,1.0,1.0,1.0,1,15,0,0.0,19,0,438,True,True,True,False,18.0
40.39383631851515,2,1.0,1.0,2.0,1,23,7,0.0,35,223,999,False,True,False,False,23.0
40.39055682615009,6,2.0,2.0,3.0,4,10,15,50.0,17,532,999,True,True,True,True,200.0
40.389944855266044,2,1.0,1.0,1.0,1,0,4,0.0,34,1000,1000,True,True,True,True,32.0
40.39011690652615,1,1.0,1.0,1.0,1,0,0,0.0,33,0,103,True,False,False,False,75.0
40.3880699670765,2,1.0,1.0,1.0,1,15,29,0.0,34,373,1000,True,True,False,False,45.0
40.40071219437535,4,1.0,1.0,1.0,2,15,3,12.0,46,280,93,True,False,True,True,53.0
40.39809968843405,2,1.0,0.0,1.0,1,10,5,10.0,15,235,792,True,False,True,True,30.0
40.39995251858552,2,1.0,1.0,1.0,1,0,0,0.0,46,348,1000,False,True,True,True,55.0
40.39210194646939,2,1.0,1.0,2.0,1,30,18,0.0,22,1000,1000,True,True,True,False,30.0
40.39999778276593,3,1.0,1.0,2.0,2,10,0,20.0,34,174,999,True,True,True,True,34.0
40.403933729696966,4,1.0,1.0,2.0,2,10,14,15.0,29,556,1000,True,True,True,True,60.0
40.40521454225515,2,1.0,1.0,1.0,1,0,0,0.0,40,81,1000,True,True,False,False,35.0
40.40274445970624,2,1.0,1.0,1.0,1,0,15,5.0,47,411,1000,True,True,True,False,32.0
40.40524451630218,5,1.0,2.0,4.0,2,10,3,0.0,49,1000,1000,True,True,True,True,70.0
40.4049026907433,4,1.0,1.0,2.0,1,0,10,0.0,42,896,999,True,True,True,True,78.0
40.40279984772441,1,1.0,1.0,1.0,1,5,23,0.0,19,36,738,True,True,True,False,25.0
40.40493468442072,2,1.0,1.0,1.0,1,0,0,0.0,36,0,159,True,False,False,False,35.0
40.44490173408101,2,1.0,1.0,1.0,1,10,17,8.0,23,0,1000,True,True,True,False,24.0
40.44019587777825,3,1.0,1.0,2.0,1,0,0,20.0,13,0,175,True,True,False,True,65.0
40.45227200324319,2,1.0,0.0,1.0,1,0,0,25.0,33,78,1000,True,False,True,True,75.0
40.45530663804723,4,1.0,2.0,2.0,4,0,3,25.0,49,0,1000,True,False,True,True,57.0
40.45937216048719,3,1.0,1.0,2.0,1,0,0,40.0,42,984,1000,False,True,True,True,64.0
40.461190990485015,1,1.0,1.0,1.0,1,15,10,30.0,47,0,268,True,True,True,False,30.0
40.465744709783365,8,2.5,4.0,5.0,4,40,14,70.0,42,170,1000,True,False,True,True,200.0
40.47077674985388,6,1.0,2.0,3.0,2,10,7,30.0,10,281,1000,True,True,True,True,65.0
40.453486967546255,3,1.0,1.0,1.0,1,0,0,20.0,41,0,208,True,False,False,True,60.0
40.44762188423398,3,1.0,1.0,2.0,1,0,0,0.0,50,403,478,True,False,False,True,45.0
40.45136790900734,2,1.0,1.0,2.0,1,10,0,0.0,30,711,1000,True,False,True,False,20.0
40.44852443271309,4,2.0,2.0,3.0,4,0,6,45.0,50,882,491,True,False,True,True,125.0
40.44887427046535,4,1.0,1.0,2.0,2,5,7,0.0,20,0,999,True,False,True,True,55.0
40.449811316825055,4,1.0,1.0,2.0,1,10,0,40.0,48,0,482,True,False,True,True,70.0
40.45338781117324,2,1.0,0.0,1.0,1,0,0,20.0,44,532,1000,True,True,True,True,60.0
40.45240927202583,9,2.0,3.0,8.0,4,10,8,50.0,34,1000,1000,True,True,True,True,100.0
40.45021033474468,4,2.0,1.0,1.0,2,7,0,25.0,25,1000,1000,True,True,False,True,46.0
40.450907119684,3,1.0,1.0,2.0,1,0,13,20.0,49,0,327,True,True,False,True,50.0
40.44610045507081,3,1.0,1.0,2.0,1,15,7,8.0,48,210,657,True,True,True,True,45.0
40.469050267084654,3,1.0,1.0,3.0,1,0,0,0.0,44,0,141,True,False,True,True,45.0
40.47142021357964,5,1.0,3.0,5.0,5,20,6,0.0,32,820,1000,True,False,True,True,50.0
40.47162033337195,2,1.0,1.0,1.0,1,0,0,0.0,35,0,237,True,False,True,False,22.0
40.47077763072725,1,1.0,1.0,1.0,1,0,25,0.0,13,0,94,True,False,False,False,40.0
40.46660362598701,2,1.0,0.0,1.0,1,0,7,60.0,41,0,583,True,True,True,True,31.0
40.462963222375286,2,1.0,1.0,1.0,1,10,0,20.0,16,376,1000,True,True,True,False,27.0
40.460474001557486,4,1.0,1.0,4.0,2,10,7,0.0,16,58,875,True,True,False,False,35.0
40.45914747668359,2,1.0,1.0,1.0,1,0,0,0.0,14,499,838,True,True,True,True,45.0
